,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao
732,39,0,2,5,3,1,4531.0
733,42,0,4,5,2,1,2950.0
734,43,0,4,4,3,1,7706.0
735,47,0,1,3,1,6,25657.0
736,42,0,4,1,4,6,17536.0
737,39,1,1,4,2,2,3770.0
738,50,1,1,2,2,3,10344.0
739,57,1,2,6,4,5,26437.0
740,41,1,4,1,3,1,2450.0
741,52,0,1,3,3,2,3136.0
742,43,1,2,3,2,3,6976.0
743,42,1,3,3,2,4,21134.0
744,58,0,2,2,3,2,2019.0
745,42,1,4,4,3,4,34516.0
746,55,1,1,6,3,4,9959.0
747,38,1,2,1,2,4,20241.0
748,40,0,2,5,3,1,2421.0
749,48,1,4,2,3,4,30948.0
750,32,0,1,1,3,1,2642.0
751,33,0,2,3,2,1,8070.0
752,58,1,2,5,3,2,4085.0
753,26,1,0,1,2,2,2187.0
754,46,1,0,1,3,3,34516.0
755,39,0,1,5,3,6,3358.0
756,36,0,1,4,2,2,1888.0
757,43,1,2,2,3,3,14447.0
758,45,1,2,1,2,3,32349.0
759,51,0,3,4,3,6,12605.0
760,62,0,0,1,3,2,2964.0
761,58,1,0,2,3,4,3785.0
762,42,1,4,5,2,3,2727.0
763,49,1,4,7,3,3,3343.0
764,53,0,3,2,2,1,9786.0
765,45,0,2,3,3,2,6407.0
766,29,1,2,3,3,4,4158.0
767,60,1,1,7,3,5,21697.0
768,50,1,3,6,2,4,31383.0
769,53,1,3,7,2,5,30883.0
770,45,1,3,1,3,4,12918.0
771,50,0,2,2,2,1,8520.0
772,46,1,2,7,2,4,14310.0
773,61,1,0,6,3,6,14434.0
774,46,1,4,4,2,5,7793.0
775,62,0,1,3,3,6,8990.0
776,43,0,3,5,3,2,4343.0
777,54,1,4,5,3,5,2872.0
778,50,1,2,1,2,5,9697.0
779,35,1,2,3,3,2,2967.0
780,35,1,3,7,2,2,2148.0
781,36,0,1,3,2,1,6116.0
782,42,1,3,1,3,4,18085.0
783,39,0,2,1,3,1,2524.0
784,50,1,1,1,3,4,33951.0
785,43,1,3,7,2,3,3312.0
786,39,0,1,3,2,2,9956.0
787,47,1,2,6,3,1,3888.0
788,60,1,1,6,2,4,30655.0
789,30,1,2,3,3,1,2997.0
790,44,1,4,1,2,3,11042.0
791,52,1,0,5,2,5,3386.0
792,45,0,4,1,2,1,15987.0
793,40,1,4,5,4,5,25188.0
794,36,0,3,6,2,1,2410.0
795,65,0,0,3,3,6,4315.0
796,35,0,0,1,3,1,2592.0
797,54,0,2,1,4,2,5476.0
798,53,1,3,1,3,4,2464.0
799,62,0,1,4,3,1,2378.0
800,40,1,2,1,2,5,20056.0
801,41,1,4,3,3,3,8013.0
802,53,1,2,1,3,5,3386.0
803,30,1,1,3,3,3,7906.0
804,46,1,3,2,4,3,11501.0
805,29,1,0,6,2,2,13632.0
806,37,0,3,2,3,1,2229.0
807,51,0,1,3,3,1,5158.0
808,31,1,0,5,3,2,2158.0
809,45,1,2,2,1,4,23271.0
810,57,1,1,5,2,4,10244.0
811,43,1,3,1,4,3,2588.0
812,44,1,3,5,3,2,10747.0
813,53,1,2,3,3,5,7474.0
814,32,0,3,5,2,1,3555.0
815,53,1,1,5,3,4,22140.0
816,54,1,3,3,3,4,9457.0
817,42,1,3,2,1,1,6218.0
818,38,0,1,4,3,1,2580.0
819,44,1,2,1,3,4,1438.3
820,54,1,2,5,3,3,6224.0
821,37,0,4,3,2,2,3093.0
822,48,0,2,5,3,2,4076.0
823,55,0,3,5,3,6,4861.0
824,43,0,1,5,1,6,9851.0
825,37,1,1,3,2,3,7349.0
826,34,1,2,3,3,3,2853.0
827,46,0,4,5,2,6,17023.0
828,32,1,1,1,2,2,10060.0
829,53,1,3,1,3,2,1595.0
830,46,1,3,5,4,4,8475.0
831,38,1,1,4,3,1,5559.0
832,31,0,0,5,3,1,2917.0
833,38,1,2,1,2,3,6692.0
834,46,0,3,5,2,1,8551.0
835,47,1,3,3,3,3,10569.0
836,47,0,3,5,3,1,7051.0
837,56,1,1,4,3,3,10117.0
838,47,1,2,2,1,3,8311.0
839,47,1,4,5,2,4,26442.0
840,64,0,0,5,3,1,4920.0
841,37,0,3,1,3,1,1438.3
842,42,1,1,4,3,3,26750.0
843,41,1,4,4,3,4,34516.0
844,65,0,0,3,3,1,1438.3
845,49,0,3,6,3,2,1869.0
846,54,1,5,3,3,3,14539.0
847,46,1,3,2,2,5,26977.0
848,50,1,2,1,3,2,5426.0
849,50,0,3,1,3,1,7623.0
850,48,0,1,7,3,1,4844.0
851,62,0,0,1,3,6,2683.0
852,39,0,1,4,3,1,3214.0
853,46,1,1,1,3,3,5374.0
854,41,1,2,2,3,4,8004.0
855,39,0,2,5,3,6,1438.3
856,46,1,2,1,3,4,2925.0
857,39,0,2,2,2,1,9235.0
858,44,1,0,2,3,1,8837.0
859,57,0,3,1,2,1,8801.0
860,40,1,3,1,2,2,3563.0
861,65,0,0,3,3,6,8138.0
862,26,0,1,5,2,2,1438.3
863,47,1,2,3,1,3,2458.0
864,47,1,4,3,3,3,4592.0
865,57,0,2,3,3,2,1438.3
866,31,1,1,1,3,1,1868.0
867,54,1,4,5,3,3,5269.0
868,43,0,2,6,3,6,20156.0
869,39,1,2,4,3,3,7410.0
870,53,1,3,5,3,5,12163.0
871,44,1,3,1,3,3,6224.0
872,59,1,0,4,3,1,4250.0
873,53,0,3,5,3,6,12059.0
874,34,0,3,2,3,2,2799.0
875,47,1,4,7,2,4,18037.0
876,54,1,2,4,3,5,5657.0
877,42,0,2,5,3,6,13770.0
878,53,0,3,4,3,1,4646.0
879,50,1,2,5,2,4,2514.0
880,56,1,0,4,3,4,14501.0
881,43,1,3,3,3,3,8663.0
882,44,0,4,3,4,1,2333.0
883,34,0,4,5,4,2,3038.0
884,61,1,1,5,1,4,8851.0
885,54,0,0,1,3,1,2945.0
886,49,0,3,3,4,6,5267.0
887,56,1,3,3,2,3,8512.0
888,47,1,1,5,3,3,19063.0
889,53,1,4,5,2,4,5376.0
890,30,0,0,5,4,6,7772.0
891,39,0,2,3,3,2,9173.0
892,44,1,2,5,3,4,34516.0
893,54,0,3,2,2,6,11975.0
894,46,1,2,5,3,3,15405.0
895,43,1,3,1,2,2,2615.0
896,35,1,1,3,3,4,23991.0
897,39,0,4,4,3,1,1888.0
898,61,0,1,5,3,1,3102.0
899,40,0,3,5,4,1,3170.0
900,53,1,3,4,2,5,34516.0
901,55,1,2,1,3,5,14938.0
902,41,1,2,1,2,3,17298.0
903,35,1,2,2,3,1,3131.0
904,61,1,1,1,2,2,11915.0
905,51,1,2,2,2,5,16868.0
906,42,1,3,3,2,2,3266.0
907,46,1,2,1,4,4,2770.0
908,46,0,4,3,2,1,3556.0
909,46,1,4,2,3,2,9149.0
910,26,1,0,5,2,6,1438.3
911,46,1,3,3,3,3,14701.0
912,62,1,1,5,3,3,14825.0
913,55,1,2,2,4,3,10127.0
914,55,1,2,4,3,4,2929.0
915,32,1,0,3,3,2,3735.0
916,37,0,4,2,3,1,2930.0
917,33,0,4,3,2,6,12716.0
918,42,1,2,4,3,4,22120.0
919,33,1,2,6,3,4,1438.3
920,60,0,0,3,2,6,4546.0
921,65,1,1,3,3,1,1759.0
922,57,1,1,5,3,4,4829.0
923,59,0,0,1,3,1,7692.0
924,45,0,5,5,3,1,2156.0
925,62,1,1,2,3,3,9521.0
926,51,1,2,4,2,5,26714.0
927,57,1,2,5,3,4,2092.0
928,38,0,3,3,3,6,11594.0
929,32,0,0,5,3,1,2834.0
930,43,0,4,5,3,1,4724.0
931,51,0,0,1,4,1,3049.0
932,50,1,2,1,4,4,20614.0
933,64,0,0,2,3,6,3250.0
934,53,0,1,7,3,1,3128.0
935,42,1,2,2,2,3,6414.0
936,53,1,3,5,2,4,2506.0
937,52,0,4,3,2,6,7469.0
938,60,0,2,3,3,1,3460.0
939,30,1,1,5,3,4,9959.0
940,43,0,3,2,3,1,4175.0
941,60,1,1,2,3,3,10264.0
942,46,1,2,3,2,2,4129.0
943,65,0,2,3,3,2,2658.0
944,44,0,2,4,2,2,4589.0
945,56,0,2,4,3,1,2781.0
946,45,0,4,3,3,6,24880.0
947,37,1,3,5,1,2,8504.0
948,48,1,2,3,3,4,8091.0
949,37,0,4,4,3,2,3417.0
950,39,1,1,2,2,3,9204.0
951,41,1,2,5,3,5,14302.0
952,55,0,2,3,3,1,3187.0
953,34,1,1,5,3,4,6313.0
954,52,1,2,1,2,4,15904.0
955,54,0,0,6,2,1,11696.0
956,40,1,3,6,3,4,20371.0
957,52,1,0,3,3,5,34516.0
958,45,1,3,5,2,3,7552.0
959,61,1,0,6,3,2,5561.0
960,57,0,2,3,3,1,1441.0
961,51,1,2,1,1,5,19715.0
962,60,1,1,1,2,1,2486.0
963,48,0,2,4,3,1,4570.0
964,34,1,0,3,3,2,3870.0
965,49,1,4,3,3,3,12938.0
966,53,1,3,3,3,5,21178.0
967,34,1,2,2,2,4,12182.0
968,54,1,2,5,3,3,3583.0
969,40,1,3,5,2,5,17018.0
970,49,0,5,4,2,6,16031.0
971,41,0,4,3,2,1,4203.0
972,46,1,3,5,4,1,4213.0
973,46,1,4,5,3,3,21548.0
974,30,1,0,5,1,3,18513.0
975,59,1,1,6,3,2,2483.0
976,50,1,0,7,2,4,3460.0
977,49,1,2,1,1,3,6511.0
978,45,1,5,3,1,3,1438.3
979,53,0,1,3,2,1,2615.0
980,42,0,1,7,3,2,2985.0
981,46,1,5,3,3,2,18797.0
982,33,1,1,5,3,3,2859.0
983,46,0,2,5,3,1,2888.0
984,61,1,0,3,3,3,9172.0
985,42,1,5,2,3,2,14281.0
986,47,0,4,5,2,1,7353.0
987,47,0,2,5,2,1,5145.0
988,53,0,4,5,3,2,4753.0
989,46,0,3,5,2,1,2171.0
990,26,1,0,4,4,1,4150.0
991,45,1,3,5,3,3,9106.0
992,36,1,2,3,4,2,2686.0
993,42,1,3,3,1,3,10239.0
994,52,1,1,5,3,4,34516.0
995,37,1,3,5,3,5,15017.0
996,53,1,1,2,3,2,4426.0
997,65,0,1,6,3,2,2155.0
998,47,1,1,2,1,4,20620.0
999,38,1,0,2,3,3,3238.0
1000,52,1,2,3,3,3,14316.0
1001,36,1,3,3,3,4,2607.0
1002,43,1,4,4,3,3,6231.0
1003,38,0,3,1,2,1,3730.0
1004,65,0,0,5,3,1,3094.0
1005,51,0,2,7,3,1,6630.0
1006,40,1,3,5,4,4,1925.0
1007,39,1,3,4,1,4,33406.0
1008,39,0,1,5,3,6,2917.0
1009,60,1,0,2,3,3,9452.0
1010,43,0,2,2,2,2,2162.0
1011,31,1,2,2,3,1,1438.3
1012,55,1,1,5,2,5,34516.0
1013,65,0,1,4,3,1,2888.0
1014,54,0,1,3,3,1,3947.0
1015,40,0,1,3,3,6,15970.0
1016,38,0,2,3,3,1,1830.0
1017,36,1,2,6,3,3,7712.0
1018,43,1,3,3,1,3,20811.0
1019,41,1,3,5,3,5,11789.0
1020,50,1,3,3,4,5,3073.0
1021,48,1,3,4,3,4,34516.0
1022,39,1,4,1,2,5,34516.0
1023,55,0,2,6,3,2,6725.0
1024,44,1,3,5,1,1,2978.0
1025,42,1,3,5,3,4,34516.0
1026,54,1,3,5,3,5,34516.0
1027,57,1,1,2,3,5,24545.0
1028,53,0,1,2,3,2,1438.3
1029,41,0,4,2,2,1,2490.0
1030,39,1,1,5,2,5,10074.0
1031,45,1,2,5,4,2,2259.0
1032,46,1,2,5,3,4,34516.0
1033,54,1,2,3,3,4,9519.0
1034,40,0,4,5,3,6,3706.0
1035,48,1,4,5,1,4,4438.0
1036,56,0,3,3,3,2,1438.3
1037,33,0,4,6,3,2,2372.0
1038,44,0,4,5,2,1,4214.0
1039,62,0,1,6,3,1,1438.3
1040,33,0,0,5,3,6,2613.0
1041,36,0,3,3,3,1,4331.0
1042,46,1,3,5,1,4,3665.0
1043,61,0,0,5,3,1,1438.3
1044,41,0,2,1,2,6,4411.0
1045,42,1,4,5,1,2,15871.0
1046,35,1,2,5,3,4,12643.0
1047,65,0,0,3,3,2,6088.0
1048,36,1,3,6,3,5,13873.0
1049,42,0,4,5,2,1,6158.0
1050,51,1,1,2,3,4,5638.0
1051,54,0,1,2,3,1,2178.0
1052,40,0,3,4,1,2,12588.0
1053,40,1,5,5,3,4,11942.0
1054,57,0,2,4,3,1,3914.0
1055,57,1,4,5,3,4,3038.0
1056,53,1,2,2,3,2,5579.0
1057,40,1,2,5,3,4,18693.0
1058,28,1,0,5,3,1,2943.0
1059,38,0,3,3,3,1,2435.0
1060,37,0,2,5,3,1,2077.0
1061,65,0,1,3,3,6,5756.0
1062,58,0,4,3,4,6,21065.0
1063,41,1,2,3,3,3,9428.0
1064,54,1,5,5,3,4,6065.0
1065,39,0,4,5,3,6,5024.0
1066,26,1,1,5,2,1,2174.0
1067,60,1,1,1,3,3,3398.0
1068,35,0,2,3,3,6,4319.0
1069,46,1,3,5,4,4,3673.0
1070,47,1,4,1,1,3,1815.0
1071,53,0,3,3,3,6,2495.0
1072,55,1,1,5,3,4,34516.0
1073,50,0,1,6,3,1,3368.0
1074,38,0,2,3,3,2,7225.0
1075,39,0,3,5,2,1,5202.0
1076,39,0,2,1,2,1,1923.0
1077,39,1,3,3,2,3,6929.0
1078,49,0,3,5,2,1,4364.0
1079,45,0,3,5,3,1,2400.0
1080,55,1,3,5,3,4,25878.0
1081,44,1,5,5,3,5,11876.0
1082,49,0,5,6,1,2,4568.0
1083,41,1,3,2,3,4,4740.0
1084,49,0,2,1,1,2,4949.0
1085,45,0,3,5,2,6,11189.0
1086,44,1,4,1,3,5,34516.0
1087,65,1,2,5,3,6,6099.0
1088,35,1,3,4,3,4,3575.0
1089,26,1,0,3,2,6,3184.0
1090,38,1,1,3,3,4,13363.0
1091,65,1,0,1,2,2,2163.0
1092,58,1,3,4,3,5,3452.0
1093,47,0,5,6,3,2,4466.0
1094,33,0,3,5,3,1,3030.0
1095,54,0,3,7,3,2,2112.0
1096,35,0,1,5,3,1,7583.0
1097,47,1,5,5,2,5,11760.0
1098,35,1,3,4,3,3,2259.0
1099,48,1,4,3,3,4,19762.0
1100,36,1,4,7,3,3,2803.0
1101,44,1,3,5,3,4,25666.0
1102,44,0,3,4,2,1,9297.0
1103,36,0,1,5,3,1,2999.0
1104,64,1,0,7,3,2,4234.0
1105,34,0,1,5,2,1,15987.0
1106,49,1,4,5,2,4,16435.0
1107,37,1,4,3,3,3,5335.0
1108,65,1,1,3,3,2,3506.0
1109,53,1,2,6,3,4,3610.0
1110,32,1,0,3,3,2,3172.0
1111,44,1,5,1,2,4,8206.0
1112,65,1,0,5,3,1,2416.0
1113,60,1,0,5,3,2,2458.0
1114,27,0,0,5,2,1,1677.0
1115,52,1,2,6,3,3,11819.0
1116,42,1,4,3,1,4,34516.0
1117,29,1,0,5,3,2,1459.0
1118,29,1,0,3,3,2,1458.0
1119,38,1,2,3,3,2,1438.3
1120,36,1,2,5,3,2,7758.0
1121,40,0,2,6,3,1,10836.0
1122,47,1,3,6,2,3,5062.0
1123,36,0,3,3,3,6,3399.0
1124,26,1,0,3,2,2,2212.0
1125,43,0,2,1,2,2,3186.0
1126,52,0,1,5,2,1,5927.0
1127,49,1,2,1,2,3,5176.0
1128,50,1,2,5,3,4,3126.0
1129,34,1,3,5,4,4,4670.0
1130,53,0,2,2,3,6,2162.0
1131,49,1,3,3,3,4,10155.0
1132,53,1,4,3,3,4,15242.0
1133,48,1,3,7,4,5,34516.0
1134,32,0,2,5,2,1,1438.3
1135,38,1,4,3,2,4,34516.0
1136,43,1,4,2,2,4,16043.0
1137,51,0,2,5,2,1,3181.0
1138,58,1,3,5,3,5,27088.0
1139,59,0,0,5,3,1,5688.0
1140,51,1,4,3,3,3,10462.0
1141,62,0,1,3,3,2,5249.0
1142,38,1,0,1,4,1,5155.0
1143,33,1,1,2,3,5,10705.0
1144,54,1,3,3,2,4,16494.0
1145,37,0,1,5,3,2,6469.0
1146,30,1,0,1,3,3,5146.0
1147,61,1,0,3,3,4,2800.0
1148,49,1,5,1,2,3,5159.0
1149,56,1,1,7,3,3,5248.0
1150,51,0,3,6,3,1,5881.0
1151,44,0,3,5,4,1,1467.0
1152,64,0,1,2,3,2,4999.0
1153,46,0,3,3,3,6,4668.0
1154,39,0,2,6,1,1,1438.3
1155,38,0,1,2,2,1,8638.0
1156,53,1,1,2,3,5,9343.0
1157,35,1,2,6,3,2,2256.0
1158,26,1,0,4,2,3,8267.0
1159,32,1,2,3,2,2,2235.0
1160,36,1,1,2,3,2,3735.0
1161,48,1,2,4,3,4,2111.0
1162,55,1,2,1,2,4,10604.0
1163,52,1,2,5,3,4,21782.0
1164,52,0,1,3,3,1,2133.0
1165,58,0,1,7,2,2,16677.0
1166,38,0,2,5,3,1,2717.0
1167,60,1,1,5,2,1,3980.0
1168,55,1,3,1,2,3,8411.0
1169,43,0,3,4,3,1,2227.0
1170,35,1,3,6,2,4,34516.0
1171,38,0,4,5,3,1,1860.0
1172,48,1,3,5,1,3,2829.0
1173,38,0,1,1,2,1,3764.0
1174,43,1,3,4,2,2,4559.0
1175,36,0,2,6,3,1,4701.0
1176,34,1,2,4,3,4,1631.0
1177,39,0,2,1,3,6,8096.0
1178,43,0,2,4,2,1,2304.0
1179,48,0,2,2,3,2,5210.0
1180,44,1,4,5,3,2,5452.0
1181,38,1,1,5,3,3,7475.0
1182,62,1,1,3,3,2,2359.0
1183,30,1,0,1,2,4,4237.0
1184,39,1,3,1,3,4,18582.0
1185,53,0,3,3,1,1,7202.0
1186,64,0,1,3,3,2,1438.3
1187,51,0,4,5,2,6,11221.0
1188,32,1,1,5,2,6,18889.0
1189,52,1,1,4,3,4,2066.0
1190,43,1,2,3,4,4,34516.0
1191,40,1,5,5,2,3,2742.0
1192,54,1,1,3,3,3,20050.0
1193,34,0,4,3,2,1,3046.0
1194,33,0,1,3,2,1,6193.0
1195,36,1,2,5,3,4,5634.0
1196,65,1,1,5,3,1,4507.0
1197,43,1,3,3,2,2,3040.0
1198,53,1,0,5,3,5,21006.0
1199,48,0,3,4,2,1,7326.0
1200,39,0,3,3,2,1,3651.0
1201,57,0,1,1,3,1,3416.0
1202,51,0,3,2,3,6,3664.0
1203,48,1,3,5,3,3,6085.0
1204,51,1,2,3,3,3,22332.0
1205,26,0,0,1,2,1,2063.0
1206,38,0,2,5,3,1,4429.0
1207,35,1,3,5,3,3,3991.0
1208,46,0,3,7,2,1,2201.0
1209,48,1,4,4,2,4,2852.0
1210,49,0,2,2,3,1,9723.0
1211,35,1,4,3,3,2,5325.0
1212,65,0,0,1,3,2,7427.0
1213,53,1,2,1,3,3,5619.0
1214,54,0,2,2,3,1,5413.0
1215,64,0,0,5,3,6,7646.0
1216,39,0,3,5,4,6,2420.0
1217,50,1,0,3,3,4,4252.0
1218,54,0,3,5,3,1,2031.0
1219,38,0,4,5,3,6,6861.0
1220,39,1,1,3,3,4,3327.0
1221,53,1,1,1,3,2,2885.0
1222,53,1,2,3,3,5,7272.0
1223,32,1,1,4,4,4,34516.0
1224,57,0,3,2,3,1,2515.0
1225,65,0,0,3,3,1,2798.0
1226,57,1,2,2,2,4,34516.0
1227,65,0,0,4,3,1,1438.3
1228,65,1,0,3,2,1,12609.0
1229,55,1,2,4,3,4,19159.0
1230,54,1,1,4,3,4,9642.0
1231,44,1,4,3,2,5,8396.0
1232,58,1,1,2,3,4,6978.0
1233,53,0,1,4,3,2,2459.0
1234,33,0,1,3,2,1,12956.0
1235,47,0,5,5,3,1,7128.0
1236,51,1,1,1,2,4,18749.0
1237,38,0,3,5,3,1,2193.0
1238,57,1,3,7,3,4,4522.0
1239,36,1,4,2,3,2,2157.0
1240,35,1,3,2,3,4,11927.0
1241,55,0,2,1,3,6,11341.0
1242,57,0,4,7,3,6,7345.0
1243,56,1,2,7,3,3,6036.0
1244,38,0,2,3,2,1,2096.0
1245,54,0,3,5,3,1,1906.0
1246,48,1,2,1,1,4,5039.0
1247,53,1,1,5,3,4,6214.0
1248,30,0,1,5,3,1,1512.0
1249,47,1,2,2,3,4,34516.0
1250,60,0,1,4,3,1,3346.0
1251,54,1,3,4,2,5,34516.0
1252,37,0,2,2,3,1,6660.0
1253,32,0,1,6,3,1,2234.0
1254,44,0,4,2,3,1,9671.0
1255,53,0,1,4,2,2,6605.0
1256,43,1,2,3,4,4,3083.0
1257,49,0,2,5,2,1,5456.0
1258,38,0,4,1,2,6,4394.0
1259,56,0,1,4,3,2,4088.0
1260,26,0,0,5,2,2,3930.0
1261,58,1,1,3,3,3,4188.0
1262,33,1,1,1,3,3,3637.0
1263,35,1,3,3,2,4,11521.0
1264,37,1,3,3,3,3,2253.0
1265,27,0,1,5,2,6,2339.0
1266,43,1,4,3,2,4,30503.0
1267,49,1,2,5,4,3,4596.0
1268,49,1,2,2,3,4,5701.0
1269,39,0,3,5,3,1,3221.0
1270,41,0,3,2,3,1,3022.0
1271,32,0,0,3,4,1,2699.0
1272,58,0,1,2,3,1,2210.0
1273,56,1,2,6,3,3,1438.3
1274,37,1,2,5,3,1,2041.0
1275,39,1,1,3,3,5,3250.0
1276,26,0,0,5,2,2,1643.0
1277,31,0,1,1,2,6,34516.0
1278,46,0,3,3,2,6,29543.0
1279,36,1,2,4,3,5,3158.0
1280,39,1,1,1,3,4,2899.0
1281,53,0,4,4,3,1,2972.0
1282,38,0,3,2,3,1,5645.0
1283,37,1,2,5,3,1,2463.0
1284,47,0,2,5,3,1,1438.3
1285,56,1,1,4,4,4,34516.0
1286,55,0,3,3,3,1,2897.0
1287,31,0,0,2,2,1,5391.0
1288,62,0,0,5,2,6,2870.0
1289,34,1,3,3,3,5,23959.0
1290,33,1,3,3,3,3,14918.0
1291,38,0,2,2,2,1,3590.0
1292,65,1,0,5,3,2,2297.0
1293,57,1,1,3,3,4,25058.0
1294,58,0,0,3,3,1,7418.0
1295,60,1,1,1,4,2,3012.0
1296,39,1,3,1,2,2,4562.0
1297,39,0,2,3,3,6,10723.0
1298,39,0,2,3,3,1,1578.0
1299,60,1,0,2,3,1,2094.0
1300,37,0,3,3,3,1,4138.0
1301,41,0,4,5,3,6,5417.0
1302,56,1,3,2,3,5,34516.0
1303,60,1,0,3,3,3,9592.0
1304,56,0,4,3,2,1,8881.0
1305,62,1,0,4,3,2,1438.3
1306,41,0,2,2,3,1,3893.0
1307,44,0,1,1,3,1,3242.0
1308,59,1,1,5,2,2,6035.0
1309,55,0,1,4,3,6,17642.0
1310,26,1,1,3,2,3,4327.0
1311,40,1,4,5,2,4,34516.0
1312,44,0,2,1,1,1,4852.0
1313,37,1,2,2,2,6,7147.0
1314,37,1,1,3,3,3,10320.0
1315,65,0,0,5,3,1,3297.0
1316,46,1,3,4,3,3,9981.0
1317,53,1,2,3,3,5,3329.0
1318,56,0,1,2,3,1,5991.0
1319,48,1,3,5,3,2,3235.0
1320,34,1,2,3,3,5,6259.0
1321,65,1,0,5,3,1,2541.0
1322,55,1,4,6,3,4,21351.0
1323,32,1,1,1,3,2,8998.0
1324,58,0,4,5,3,6,10247.0
1325,54,1,3,3,3,5,20311.0
1326,52,1,2,3,2,3,33182.0
1327,36,1,3,2,3,3,1686.0
1328,56,1,3,5,2,3,4742.0
1329,33,1,3,5,3,3,1726.0
1330,61,1,0,5,3,4,8420.0
1331,61,1,0,5,3,3,3352.0
1332,43,1,4,2,2,2,6648.0
1333,48,0,3,4,4,1,2335.0
1334,36,1,3,5,3,3,12397.0
1335,34,1,2,2,3,2,1438.3
1336,53,0,1,5,2,1,2240.0
1337,43,0,5,1,2,2,5330.0
1338,61,0,1,3,3,1,1795.0
1339,55,1,2,3,3,4,5741.0
1340,51,0,1,5,3,6,2002.0
1341,38,1,1,5,2,4,25662.0
1342,52,1,2,2,2,4,22103.0
1343,36,0,5,3,3,1,1438.3
1344,45,0,3,3,3,2,12355.0
1345,34,0,3,4,3,2,2000.0
1346,27,1,0,5,2,5,8713.0
1347,49,0,5,1,4,1,9165.0
1348,43,0,1,5,3,1,11583.0
1349,52,1,4,5,3,4,1438.3
1350,31,0,2,1,3,6,8149.0
1351,40,1,3,2,3,4,3616.0
1352,39,1,3,5,1,4,8434.0
1353,45,1,3,5,3,3,9791.0
1354,37,0,2,5,2,1,8444.0
1355,49,0,4,5,4,1,2228.0
1356,56,1,3,5,3,5,12211.0
1357,62,0,0,3,3,1,1438.3
1358,37,0,3,3,3,2,1586.0
1359,42,1,3,3,2,2,2247.0
1360,36,1,3,5,2,3,2789.0
1361,59,1,0,5,3,2,4241.0
1362,40,0,1,5,3,6,8398.0
1363,43,1,3,3,2,2,4112.0
1364,29,1,2,5,4,2,15578.0
1365,42,0,4,5,3,2,4008.0
1366,63,0,1,3,3,6,12766.0
1367,36,0,2,6,2,1,3438.0
1368,53,1,4,3,3,4,16692.0
1369,36,0,2,2,3,1,4066.0
1370,36,1,3,1,3,3,13080.0
1371,26,1,0,4,2,1,1934.0
1372,45,0,0,1,2,1,3230.0
1373,55,0,0,5,3,1,3615.0
1374,61,0,0,1,1,6,1801.0
1375,26,1,0,2,2,1,2665.0
1376,40,1,4,5,3,3,28822.0
1377,38,1,2,5,2,2,14632.0
1378,32,0,0,4,3,6,6715.0
1379,53,1,2,1,3,3,6658.0
1380,52,0,2,5,2,2,3360.0
1381,29,1,1,5,3,4,14853.0
1382,38,1,2,5,3,3,4800.0
1383,27,1,0,1,2,2,4610.0
1384,46,0,4,3,3,1,1438.3
1385,57,1,0,2,2,3,8377.0
1386,42,1,3,3,2,4,4147.0
1387,62,0,0,6,3,2,2644.0
1388,37,0,1,5,1,2,13355.0
1389,57,0,2,1,4,2,3251.0
1390,35,1,2,3,2,2,2100.0
1391,55,0,1,1,3,1,3566.0
1392,56,0,4,5,3,6,14915.0
1393,39,1,2,5,3,3,13003.0
1394,64,1,0,4,3,1,2492.0
1395,37,0,4,5,3,1,1758.0
1396,34,1,1,4,3,3,5510.0
1397,46,1,5,2,4,3,17196.0
1398,65,0,0,3,3,2,5877.0
1399,36,1,0,5,3,3,7667.0
1400,35,0,2,4,3,2,2939.0
1401,49,1,1,1,2,4,5898.0
1402,46,0,3,2,2,6,19995.0
1403,26,1,0,6,3,2,2773.0
1404,52,1,3,5,2,3,3323.0
1405,38,0,0,5,3,6,16049.0
1406,37,1,1,3,3,2,3601.0
1407,33,0,3,5,3,1,2307.0
1408,59,1,1,2,3,3,3742.0
1409,34,1,3,3,3,2,2937.0
1410,39,0,3,6,1,6,3209.0
1411,59,1,0,5,3,3,12554.0
1412,50,1,1,5,3,3,4702.0
1413,26,0,1,1,2,2,5645.0
1414,32,1,0,3,3,3,14308.0
1415,51,0,2,4,3,2,4882.0
1416,41,1,4,7,3,4,33405.0
1417,39,0,1,5,3,2,2700.0
1418,49,0,2,2,2,1,2934.0
1419,30,1,2,1,4,5,1548.0
1420,40,0,3,3,1,1,5525.0
1421,36,0,3,2,2,1,5750.0
1422,56,1,2,4,3,5,27157.0
1423,37,1,3,7,2,4,12830.0
1424,51,0,4,1,2,1,5530.0
1425,36,0,2,2,2,1,2684.0
1426,62,1,1,5,3,4,2437.0
1427,31,0,0,2,2,1,3827.0
1428,42,1,4,3,2,5,34516.0
1429,38,1,2,3,3,3,5940.0
1430,45,1,3,5,2,3,13162.0
1431,50,0,2,5,3,1,1963.0
1432,58,1,3,5,3,4,18713.0
1433,35,1,2,3,3,4,3023.0
1434,58,1,3,3,2,5,6103.0
1435,42,1,5,5,3,3,10607.0
1436,32,0,0,4,2,1,2917.0
1437,35,1,4,5,3,5,34516.0
1438,51,1,1,2,3,4,25197.0
1439,63,1,2,5,3,1,2743.0
1440,42,1,2,1,2,5,4111.0
1441,36,0,0,2,2,6,3667.0
1442,42,1,3,5,4,2,3178.0
